PlateIFU,z,log(M*)
9049-9102,0.0453151,10.213591474823014
9050-3702,0.041919,9.835478321526844
9050-3704,0.0370079,10.779830521425616
9050-6102,0.0375206,9.497183613210703
9050-9101,0.0321411,10.556617520806054
9085-12701,0.0279162,10.218855296889894
9085-6103,0.0477497,10.091429345760842
9088-6101,0.048095,10.230372274412419
9095-9101,0.0389189,9.478554717158122
9181-6104,0.0233687,9.353802434946987
9182-1902,0.116392,11.17511403187681
9182-3701,0.0280891,10.069521611253986
9183-9102,0.0223205,9.0966277184995
9184-9102,0.0180704,9.630595972551781
9185-12705,0.0379556,9.622214022966295
9185-6102,0.038048,9.486809130377944
9193-6104,0.0376157,9.713728771403384
9194-12701,0.0286789,10.242294426987023
9194-12704,0.0387381,9.713886375855877
9195-1902,0.0446608,10.019528295167095
9195-3704,0.0261784,10.261042326704626
9195-6104,0.0438183,10.790968396285239
9195-9101,0.0565983,10.48451192202856
9196-6103,0.0298797,10.53520625483099
9485-1901,0.0712221,10.74678030519105
9485-3703,0.0441646,10.097822313378584
9485-9102,0.0188169,8.976938273407294
9487-12701,0.0316031,10.448652696097946
9487-12702,0.0229193,9.520724094683004
9487-12703,0.0541325,10.579001536005075
9487-12704,0.0493048,10.252453758053136
9487-3704,0.0235989,9.346943449703943
9487-6101,0.0405157,9.861174615363643
9487-6102,0.0397898,9.552529164007618
9487-6103,0.0192245,9.115702189783615
9488-3703,0.0399472,9.613820256492252
9488-9102,0.0250954,9.960309599398508
9490-12702,0.0452892,10.0303311837295
9490-6101,0.0338467,10.559891974949858
9491-3701,0.0415295,9.78439893349413
9491-3702,0.0411611,9.774019152291121
9491-6101,0.0412448,10.642123185045971
9491-6103,0.0391873,9.334720384527968
9491-9102,0.0387572,9.549933646883808
9492-9102,0.0158754,9.572627441406553
9493-12704,0.0418113,9.791275213830186
9493-3704,0.0383447,9.871801601857284
9494-9102,0.0250046,10.372453581183175
9497-1901,0.0237293,9.386855529184723
9497-3701,0.0462712,10.137706040038887
9497-9101,0.0168655,9.043438470387459
9500-12701,0.0280528,10.17773845040172
9500-6104,0.0217228,9.555225277642867
9500-9101,0.0393806,9.507453815991985
9501-9102,0.0291841,10.494404508456086
9502-12702,0.0431829,9.725283093366691
9505-12704,0.0219701,9.856998769020691
9505-3702,0.0220589,9.287254519674649
9506-12703,0.0408702,9.796909757509667
9506-1901,0.0172925,9.785623237001667
9506-3701,0.0637792,10.947750718968265
9506-3702,0.050746,10.34524166351049
9506-6101,0.0283804,9.40496280634988
9506-6102,0.0273674,10.017485635817636
9507-3703,0.0400528,9.743962285607358
9507-3704,0.0436572,9.90278520920018
9507-6102,0.0179907,8.974977627621294
9508-3701,0.0244035,9.299786044988556
9508-3703,0.0219646,9.755073322853415
9508-6101,0.053027,10.455183704504778
9509-1901,0.0254242,9.82750905623826
9509-3702,0.0251066,9.49448967369993
9509-6103,0.0250748,10.166347939146075
9509-6104,0.0210896,9.894440400342614
9510-12701,0.0237064,10.000125838535359
9510-3702,0.0548601,10.29571875680192
9510-6103,0.0496643,10.261765228163938
9510-9102,0.0299483,10.22943055121918
9512-12704,0.0180392,9.5491509561207
9512-12705,0.0237828,9.420235370115781
9512-1902,0.0272106,9.856662319182828
9865-12702,0.0261319,9.844347822925398
9865-12705,0.0254276,10.094392686578413
9865-1901,0.0134196,9.618428084928267
9865-3701,0.0371048,9.506825202741847
9868-12705,0.0731362,10.83202377525235
9868-3703,0.0270297,9.696213698853398
9868-9102,0.0725063,11.143729003620628
9869-3704,0.0375808,9.639571859871076
9870-12702,0.0393551,9.515241072675375
9870-6102,0.0218231,9.461228934680518
9871-12703,0.0178878,9.563168583180873
9871-1901,0.0184279,9.296868815975854
9871-3701,0.0174688,9.355787619035034
9871-3703,0.0182301,9.188371095726108
9871-6101,0.0307609,10.415841749921647
9872-12701,0.0186498,9.682509768163822
9872-1901,0.0187596,9.519603009580441
9872-3702,0.0178955,9.230108338531315
9876-12705,0.0248512,9.718916686014861
9876-3702,0.0247218,9.604133443108235
9876-6101,0.0273098,9.960258126308812
9881-12701,0.0323642,10.433900394816279
9881-3702,0.0260925,10.316941209061659
9881-6102,0.0270449,10.703314193555984
9883-12705,0.0356734,9.455599903673951
9883-3701,0.0324859,10.340694962686017
9883-9102,0.0301502,10.413135473809827
